graph,algorithm,n_candidates,n_infected,reliable,n_runs,auc_roc,auc_pr,precision_at_k,recall_at_k,hits_at_k,brier
DLG9,rule_root,24,3,False,3,0.33419965046395256,0.0929168143816818,0.06578947368421052,0.06578947368421052,0.06578947368421052,0.6347988607714008
DLG9,RandomForest,24,3,False,3,0.6259060276108331,0.1879426426756281,0.03157894736842106,0.03157894736842106,0.03157894736842106,0.13827613378415646
DLG9,RUSBoost,24,3,False,3,0.5653240542828644,0.1704780345512611,0.12280701754385963,0.12280701754385963,0.12280701754385963,0.15491581622716702
DLG9,LightGBM,24,3,False,3,0.531931982967452,0.20792488489237004,0.1043859649122807,0.1043859649122807,0.1043859649122807,0.17540297520155546
DLG9,LineageDetector,24,3,False,3,0.6708517845617388,0.24237885639547688,0.18333333333333335,0.18333333333333335,0.18333333333333335,0.09189908826259086
DLG10,degree_anomaly,213,36,True,3,0.25366823775768166,0.01870330393840295,0.008421052631578947,0.008421052631578947,0.008421052631578947,0.01967266681922124
DLG10,boundary,213,36,True,3,0.389111179073352,0.016315239675269644,0.0075,0.0075,0.0075,0.8479459467090797
DLG10,low_job_connectivity,213,36,True,3,0.30885580421463205,0.01567727113302313,0.01,0.01,0.01,0.16288208192808798
DLG10,completeness,213,36,True,3,0.514060067376018,0.04325369430009476,0.013333333333333332,0.013333333333333332,0.013333333333333332,0.05022502670477017
DLG10,rule_root,213,36,True,3,0.40086831937905615,0.020449891200496763,0.01,0.01,0.01,0.6239084813281541
DLG10,RandomForest,213,36,True,3,0.7395474390422817,0.1783878564112979,0.1825,0.1825,0.1825,0.062088766366662336
DLG10,RUSBoost,213,36,True,3,0.623916790765619,0.04026893865381575,0.05342105263157894,0.05342105263157894,0.05342105263157894,0.10577467987186848
DLG10,LightGBM,213,36,True,3,0.7204916464647725,0.1894607859802476,0.16833333333333333,0.16833333333333333,0.16833333333333333,0.09786086001679459
DLG10,LineageDetector,213,36,True,3,0.7438074094997001,0.17068206519239537,0.17251461988304093,0.17251461988304093,0.17251461988304093,0.04261107286334495
DLG11,degree_anomaly,65,6,True,3,0.2718957333746066,0.03076226826161486,0.0,0.0,0.0,0.021723473605402627
DLG11,boundary,65,6,True,3,0.5097576226590311,0.022000018827256485,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.9030564729589823
DLG11,low_job_connectivity,65,6,True,3,0.17042604344012793,0.01923810642702895,0.02,0.02,0.02,0.22738587202735153
DLG11,completeness,65,6,True,3,0.6665596656864264,0.19560900455107763,0.0,0.0,0.0,0.03339897974079761
DLG11,rule_root,65,6,True,3,0.6831342929371099,0.03798038328048201,0.05333333333333333,0.05333333333333333,0.05333333333333333,0.4547535558052406
DLG11,RandomForest,65,6,True,3,0.8385407315689005,0.3849489005585148,0.32,0.32,0.32,0.06931419245313228
DLG11,RUSBoost,65,6,True,3,0.8281728318629726,0.24617109857641684,0.06,0.06,0.06,0.04321604558720229
DLG11,LightGBM,65,6,True,3,0.8040227003043904,0.24107780130804712,0.12,0.12,0.12,0.1280100077326352
DLG11,LineageDetector,65,6,True,3,0.8476282825156065,0.36911083785219917,0.3133333333333333,0.3133333333333333,0.3133333333333333,0.042738921569037004
DLG12,degree_anomaly,197,26,True,3,0.269137822229223,0.023925244802199694,0.0044444444444444444,0.0044444444444444444,0.0044444444444444444,0.01962310736658512
DLG12,boundary,197,26,True,3,0.3696130364787954,0.018932813439338954,0.022086834733893553,0.022086834733893553,0.022086834733893553,0.7558341879339062
DLG12,low_job_connectivity,197,26,True,3,0.36106450135679935,0.021052985535497504,0.02042016806722689,0.02042016806722689,0.02042016806722689,0.1557129813911962
DLG12,completeness,197,26,True,3,0.5196805820439896,0.0531436088553306,0.05015873015873016,0.05015873015873016,0.05015873015873016,0.04685288045149538
